"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCF2",2119.62542539302,0.039016818073372,0.0798780250756929,0.488454966636937,0.625227616189153,0.930897044376457
"ABCF3",2460.31218679598,0.0182185659407003,0.0667701733825266,0.272854854462128,0.78496479100843,0.962471817537776
"ABCG1",1687.39922620314,0.0949689361495457,0.143448305702164,0.662042926785943,0.507943711170959,0.885736563248703
"ABCG2",631.261528276056,0.250014287460136,0.283750042218401,0.881107489907264,NA,NA
"ABHD12",6723.07607302653,-0.0129457612499804,0.126108027695426,-0.102656123377386,0.918235898067688,0.988783665124125
"ABHD17B",809.563765563593,0.00550824658869488,0.112436016816825,0.0489900544739913,0.960927221804026,0.992818111830861
"ABHD2",2626.47164409365,-0.0276872480203515,0.131063719436008,-0.211250284514242,0.832691974631835,0.972892605087332
"ABHD3",477.960825008511,0.254268264679686,0.104015453282547,2.44452393039131,0.014504345810618,0.372300524977674
"ABHD4",514.857883498104,0.0120628550956353,0.105640614725538,0.11418766472512,0.909089030072259,0.985410266348996
"ABHD5",2017.06475572607,-0.0792759317903673,0.113405149120367,-0.69905054933815,0.484520440846426,0.876908335872723
"ABHD6",170.006226815626,-0.101450627581822,0.101769935820445,-0.99686245023101,0.318831280253334,0.810203996228203
"ABI1",3722.82867200808,-0.00619634308330818,0.0643944933426504,-0.0962247354030217,0.923342085955313,0.989152424863883
"ABI2",844.901027675725,-0.0533724031205595,0.0755114269838529,-0.706812270041891,0.479683148440606,0.87637469240132
"ABI3BP",5443.82725104142,-0.31906779346723,0.245895383642024,-1.29757537023033,0.194433290192685,0.739644439121997
"ABL1",2422.78993071688,-0.0458323982816764,0.0923411927030408,-0.496337516768582,0.619656301095974,0.929542722877842
"ABLIM1",2864.76779101954,-0.0253020809651718,0.124965550243814,-0.20247244873332,0.839547395074577,0.972892605087332
"ABLIM3",1678.53391830279,0.0271095097878878,0.199380465029889,0.135968735873014,0.891845996552014,0.982268195745024
"ABR",3001.77781141357,0.0234322959333515,0.106622941944455,0.219767861456668,0.82605195056126,0.972210583697327
"ABRACL",346.371356419616,0.144264040003896,0.110990619964063,1.29978587425322,0.193674368241489,0.73819148555211
"ABT1",251.490117711495,0.0142739465926392,0.091938344380923,0.155255641035896,0.876619784821108,0.979809333482785
"ABTB1",419.084884745127,-0.0336359510194028,0.108911911551858,-0.308836292928226,0.757446059992619,0.954870444732133
"ABTB2",296.173766358323,0.130392481607859,0.165530596153393,0.787724352101211,0.430857958078286,0.862062449474253
"ACAA1",1612.28995834695,-0.131840878572711,0.122192314566607,-1.07896211836502,0.280604615175264,0.792474615229644
"ACACA",16367.6722698149,0.122180231067626,0.0980231357359728,1.24644279281904,0.212601879135766,0.753085496791026
"ACACB",1947.1908665166,-0.106802547310107,0.150941567409858,-0.707575448849696,0.479208943586493,0.87637469240132
"ACAD10",1497.3058805809,-0.048224369888254,0.0882302350614874,-0.546574197095209,0.584671300132167,0.91757414057428
"ACAD11",88.7541833088251,-0.0733783449285384,0.108367714275257,-0.677123674881206,0.498327488910453,0.880992103676863
"ACAD8",836.557252639939,0.0471628203155941,0.0802402827660887,0.587769866827116,0.556686772486937,0.905752175670156
"ACAD9",6736.71920032275,-0.0812726216443781,0.0814289746874755,-0.998079884418323,0.31824062348756,0.809660992962291
"ACADL",187.356810760966,-0.416007030176199,0.328013723859606,-1.26826105103534,0.204704741305306,0.746559221148203
"ACADM",4801.88697164005,0.0589601099678764,0.102397663147391,0.575795464033291,0.564753439852844,0.909126494675968
"ACADS",489.417682643126,-0.0825690487150105,0.116856939320722,-0.70658233216595,0.479826071619644,0.87637469240132
"ACADSB",1603.26646963671,-0.169936070036183,0.162753609099757,-1.0441308857982,0.296424837934892,0.800096279989406
"ACADVL",15782.3361386937,0.0411836961189474,0.0991803218448505,0.415240597659804,0.677965781941856,0.940348741818724
"ACAN",1841.00004603061,0.139152239329496,0.221103740173211,0.629352715700263,0.529118166641955,0.893405641632856
"ACAP1",442.222391265331,-0.117226520263897,0.24377611650964,-0.480877790418248,0.630603358493197,0.93295288281916
"ACAP2",4399.931945648,-0.142755691550331,0.0645779342965426,-2.21059550921519,0.0270638600218486,0.443944235238026
"ACAP3",863.553948967688,-0.125850044415502,0.114395204019557,-1.10013392164576,0.271273775946466,0.787197716661532
"ACAT1",2073.07631757369,0.0296141482212847,0.145032260386849,0.204190075658297,0.838204966460913,0.972892605087332
"ACAT2",987.784176105023,0.280693493133355,0.119968176490978,2.33973293037812,0.01929753384642,0.393116839203218
"ACBD3",2802.94536130335,0.02301710307173,0.0630683146372476,0.3649550999439,0.715144922931425,0.953286550179109
"ACBD4",458.382053041899,-0.0732996269897527,0.104773532415237,-0.699600608093013,0.484176762696775,0.876716658198373
"ACBD5",8024.68466648041,-0.0544481718969409,0.0987942601555805,-0.551126875298184,0.581546703290552,0.915778184688142
"ACBD6",2114.71430782346,-0.0174783070851103,0.074581628203235,-0.234351374543365,0.814712205036211,0.968715645105667
"ACCS",396.100486602592,0.100766336404062,0.126773067477394,0.794856024305246,0.426697257319381,0.86170092823518
"ACD",252.061985095616,-0.0155723225716744,0.0905356509495271,-0.172002105340314,0.863435873845118,0.977009684201505
"ACE",1796.39663672645,0.18810813166698,0.146368645021009,1.2851668582433,0.198733982196397,0.745130325868745
"ACE2",135.490542887739,0.841909773987067,0.321639225524512,2.6175593869626,NA,NA
"ACER2",2119.18837945211,-0.370979842423713,0.295992538110218,-1.25334187406296,0.210081315379106,0.751871993010181
"ACER3",608.976528700081,0.123258875123696,0.0942858678536311,1.30728897054904,0.191114588653193,0.73665016607168
"ACHE",33.5576733159119,1.71566906444755,0.265943913193672,6.45124396285064,1.10935747471109e-10,8.84823521829562e-07
"ACIN1",12018.274426123,-0.0968351744984799,0.0638319039843147,-1.51703409195306,0.129258076826801,0.68462179440447
"ACKR1",273.867751247724,-0.419138031272555,0.285552055695728,-1.46781654312155,0.14215406256161,0.688842444197973
"ACKR2",499.747587534891,-0.135100719377301,0.353093058593752,-0.382620717369411,0.70200100689341,0.947965122839736
"ACKR3",1222.74212162784,-0.434282740711324,0.2144730101349,-2.02488294652165,0.0428793851135544,0.514267732815565
"ACKR4",33.0059449106857,-0.365984204978716,0.262111390714949,-1.39629263718924,0.162626390090228,0.713873796862573
"ACLY",8287.86885187332,0.129018894701311,0.0761964045410557,1.69324124252863,0.0904095572196098,0.614931248923013
"ACN9",211.260125572746,0.082121249663134,0.116452193107632,0.705192813219352,0.480690253156636,0.87637469240132
"ACO1",1846.09658905504,-0.0444639182357226,0.0991707915345523,-0.448356996527862,0.653895572205458,0.934268564989863
"ACO2",4484.19226849116,0.05469384772709,0.0854005394587927,0.640439136259565,0.521887146256129,0.891915979974048
"ACOT1",137.967869313977,-0.189716169011901,0.161282966661603,-1.17629389475428,0.239477454613372,0.772844315529954
"ACOT11",636.840095624624,-0.16672715272559,0.1580910782688,-1.05462720952605,0.291595854416926,0.796998344960363
"ACOT13",333.169971281971,0.303650865075745,0.108221302117176,2.80583267005021,0.00501867465049334,0.322814104938185
"ACOT2",463.112310450181,-0.108216600573431,0.10812056141505,-1.00088825989362,0.316880832999112,0.808318293147705
"ACOT4",127.001403954262,-0.0883588778516392,0.172996467593475,-0.510755387556663,0.609522351518579,0.927813161507691
"ACOT7",839.256625171883,0.124797313444601,0.151492521810102,0.823785306056466,0.410061558149768,0.854592749375035
"ACOT8",103.62531327157,-0.0416839756062319,0.0996720580163439,-0.418211246319371,0.67579267388007,0.939684027258953
"ACOT9",1252.16097305007,0.137181015169,0.109469342156556,1.2531455151417,0.210152754310956,0.751871993010181
"ACOX1",18788.1347496278,-0.178814632933274,0.177519573090831,-1.00729530732805,0.313792884196427,0.806838183220728
"ACOX2",119.176523075797,-0.23433269641164,0.226610987462266,-1.03407473325035,0.301101227257692,0.803156419661095
"ACOX3",1767.57814432359,-0.226074335281406,0.12706331440023,-1.77922586348808,0.075202739750907,0.594025026752559
"ACOXL",1699.57717353394,-0.284508293231978,0.314680714480826,-0.904117348600065,0.365933180138322,0.830199144839883
"ACP1",1267.87627049007,0.1875693690821,0.0766289186399804,2.44776218183819,0.0143746500135767,0.372300524977674
"ACP2",355.546617924893,0.12334486917562,0.0861840061957062,1.43118050111908,0.152378490405454,0.702370060270588
"ACP5",1249.99778015627,0.458670110223414,0.174968355167146,2.62144608826693,0.00875576094974625,0.352758960469355
"ACP6",862.968979542198,-0.079104441681396,0.157354134056667,-0.502716005242725,0.615163955204063,0.927975061620183
"ACPP",567.04069418015,-0.042390490129743,0.243029258399709,-0.174425459752766,NA,NA
"ACRBP",151.174634060372,0.160061859157027,0.151306829876407,1.05786275006734,0.29011801971875,0.796306506927334
"ACRC",734.967810598467,-0.0219016823317892,0.138329112899979,-0.158330244968935,0.874196576680023,0.979618923912585
"ACRV1",15.7999444136858,0.0199246248799649,0.485938463166801,0.0410023622129407,NA,NA
"ACSBG1",115.809468124267,-0.350303060937965,0.400085120538207,-0.875571329587879,0.381263117271845,0.834206921436973
"ACSF2",2413.08271424189,-0.0680386696913562,0.182049348652009,-0.373737506863666,0.708599617708454,0.951800362216677
"ACSF3",1763.48686594582,-0.151711489987493,0.0846617640659194,-1.79197175562473,0.0731374904615988,0.592765845126645
"ACSL1",3648.91303482382,-0.134249449958816,0.145706708124038,-0.921367668566996,0.35685850278171,0.825102753518269
"ACSL3",3861.97737513332,0.0848968878220213,0.0979762161965961,0.866505067430547,0.386213248653423,0.837527719797038
"ACSL4",3558.52729164224,-0.0561126119969558,0.137725346359761,-0.407424003497371,0.683696600252325,0.941304085524057
"ACSL5",6310.86519983235,-0.218791140082929,0.204565576608607,-1.06954035820768,0.284826253493943,0.793779369693806
"ACSL6",42.8998515200764,-0.266867471971318,0.256996886356429,-1.03840741323691,0.299080419706722,0.802916670340227
"ACSM2A",35.8672974157877,-2.02951260016389,1.09453815300787,-1.85421823313024,NA,NA
"ACSM3",723.046823766062,-0.724319432374359,0.256939394973804,-2.81902832552481,0.00481692671996186,0.322814104938185
"ACSS1",522.729444486691,0.13621460857595,0.15527305447349,0.877258511065139,0.380346241753461,0.834206921436973
"ACSS2",1262.00129639345,0.256140428572659,0.0917819442680053,2.79074964706264,0.00525861294226565,0.327677318964928
"ACSS3",677.62515953771,0.0694754772003095,0.209683087810602,0.331335626185855,0.740390983838768,0.954686752973378
"ACTA2",23155.3273075798,-0.155986471384635,0.212361940130397,-0.734531203137691,0.462625050060438,0.872059423227661
"ACTB",330177.691533253,0.149486780059382,0.10178340035139,1.4686754376775,0.141920842681255,0.688842444197973
"ACTC1",1239.61088936519,-0.864906215013488,0.466600761927342,-1.85363223892071,NA,NA
"ACTG1",146816.313201167,0.110626023544694,0.0699727282583686,1.58098771190136,0.113880847411145,0.655369415152857
"ACTG2",4336.96439806756,-0.148849814120336,0.330171930016446,-0.450825162856582,0.652115564179479,0.934268564989863
"ACTL6A",2875.41629992978,-0.0264721159222285,0.0963567291782153,-0.274730329142527,0.783523428128508,0.962246073459746
"ACTN1",9107.92612979704,-0.00177590630715392,0.149443620741487,-0.0118834534277375,0.9905185991365,0.998657103616827
"ACTN4",52815.7712659446,0.146923155986356,0.10402929498754,1.41232482642466,0.157854339626692,0.711118932143022
"ACTR10",1811.68533868121,0.000213284194498282,0.072323625522374,0.00294902520383607,0.997647021730985,0.99902481422804
"ACTR1A",2311.33657457797,0.0305101477246464,0.0624621847198434,0.488457902353098,0.625225537234423,0.930897044376457
"ACTR1B",1385.65094096841,-0.0664146874029307,0.0757154131396361,-0.877162055240288,0.380398622800951,0.834206921436973
"ACTR2",10670.6298944332,-0.00709236427975975,0.0631632666977273,-0.112286217141061,0.910596469817267,0.985448662644202
"ACTR3",11162.1343824765,0.0198556055489402,0.0718430638423019,0.276374704627352,0.782260283162211,0.962246073459746
"ACTR8",893.312140675697,-0.0850021302669675,0.0667063328096968,-1.27427377111954,0.2025664086348,0.746455280263042
"ACVR1",2447.0995453507,0.0336485140579322,0.0953491212086476,0.352897998758697,0.724164911194792,0.95390080150232
"ACVR2A",1399.67447316188,-0.226324685468795,0.107894061404691,-2.09765655794431,0.0359354950323388,0.487721494227014
"ACVRL1",788.272611749417,-0.113401249027992,0.141196485177706,-0.803144985410002,0.421890939085874,0.859158067338338
"ADAM10",28241.2538454907,-0.0885044363908472,0.127846565618961,-0.692270738461834,0.488767322565427,0.878585394751409
"ADAM12",3595.36263776253,-0.147820379162518,0.251926736786903,-0.586759393019704,0.557365312440577,0.905960002450793
"ADAM15",2610.07078813673,0.332122494008742,0.130103525290985,2.55275553268775,0.0106874480848676,0.353407902030153
"ADAM17",4357.69893755695,0.0253718108283071,0.101946797645401,0.24887305353678,0.803458979762447,0.966135674005612
"ADAM19",1807.08584307496,0.0773521843769361,0.205125921443134,0.377096097035108,0.70610219158704,0.950687218112463
"ADAM1A",433.517526382001,-0.157881224254486,0.143873470258122,-1.09736161900616,0.272483344386716,0.787390955585093
"ADAM22",909.919700188346,0.0630222265518856,0.221506550234412,0.28451631107609,0.776014735884963,0.96143285983589
"ADAM23",674.154311184701,0.494996026826408,0.247279736040771,2.00176542870781,NA,NA
"ADAM28",1372.45073275913,0.0470150518174422,0.189741009178447,0.247785399798447,0.804300451998974,0.966135674005612
"ADAM32",152.289656028651,0.114392545012579,0.177877896467696,0.643095894904253,0.520161878037456,0.891732264074984
"ADAM8",481.471251011753,0.105330612417668,0.159531480022645,0.660249703711871,0.509093600782277,0.886279626370854
"ADAM9",37253.8860187181,-0.0265932507603934,0.136929770655875,-0.194210876371262,0.846010766898582,0.974139109662673
"ADAMDEC1",518.080708924097,0.489131927525141,0.283627163054378,1.72455953180818,0.0846068817195435,0.604936481298194
"ADAMTS1",4228.63310053753,-0.118297987234119,0.223382938529312,-0.529574854789532,0.596406732235682,0.921887615564302
"ADAMTS13",460.600340523584,-0.168125412546945,0.147886197971811,-1.13685668340051,0.255598202753517,0.775232930845031
"ADAMTS17",317.068915301159,-0.139427211128886,0.240763007469548,-0.579105621724389,NA,NA
"ADAMTS2",3080.61879852568,-0.257334762782768,0.226748240551359,-1.13489199368001,0.256420574917093,0.776170969843923
"ADAMTS9",2502.61626293326,-0.242434865706428,0.196156023335441,-1.23592873460657,0.216485054944008,0.753173143532682
"ADAMTSL4",1939.14050145591,0.0934157559024554,0.25423057763557,0.367445005125872,NA,NA
"ADAP2",807.166938658608,0.124481052142305,0.140760657962086,0.884345483635307,0.376509742307198,0.83290005111911
"ADAR",29033.7909556195,-0.00443622007435588,0.0715333772671299,-0.0620160859704629,0.950550021906581,0.990251918238768
"ADARB1",757.291015706036,0.35874456703528,0.166852352613746,2.15007197330777,NA,NA
"ADAT1",1039.04166466766,-0.0732429235325087,0.0722722100017797,-1.01343135253101,0.310854170164113,0.804314170720796
"ADAT2",410.010617801291,-0.0334036252773154,0.0949584120590012,-0.351771102243796,0.725009932186734,0.95390080150232
"ADCK2",882.848693980634,-0.0653511465574671,0.10352301209192,-0.631271687684673,0.527862895702946,0.892187848299788
"ADCK3",2518.66318415796,-0.184788611740711,0.100825652950152,-1.83275393051082,0.0668391731126772,0.581137131509877
"ADCY2",180.50508904036,0.193340041367938,0.321402276523589,0.601551561672736,NA,NA
"ADCY3",1718.40472514966,0.0303297683369884,0.0993623032196958,0.305244215906786,0.760180158844637,0.955436014331047
"ADCY4",365.672918359603,-0.188140470615548,0.152047394257155,-1.23738043348082,0.215945879400963,0.753173143532682
"ADCY5",298.172389539777,-0.221854273338475,0.260739678574368,-0.850865025804647,0.394844334868897,0.843478028121552
"ADCY6",1751.79865992325,-0.248923517249326,0.115767750533718,-2.15019740905154,0.0315396030231653,0.466371531288874
"ADCY7",1134.02058103117,0.120581065764011,0.169112338828805,0.713023464751892,0.475831237308399,0.87637469240132
"ADCY9",1134.78214642382,-0.0226878340097615,0.120971500088196,-0.187546934552524,0.851231828015319,0.975280814781554
"ADD1",7656.05888444117,-0.0711173693541438,0.0595836509981607,-1.19357186346871,0.232645485644525,0.769293892453516
"ADD3",5393.58785929505,0.0979192008503976,0.101999042197558,0.960001179822277,0.337054621142813,0.818365165435881
"ADH1B",1943.80130653965,-0.132541191879312,0.368841678663719,-0.359344400447088,0.719337462640756,0.953286550179109
"ADH1C",814.673860245712,0.619022211695784,0.437462832399344,1.41502812547673,0.157060249837634,0.711118932143022
"ADH5",2517.9378518074,0.0487695119499068,0.0993812759278211,0.490731392755786,0.623616440001161,0.930408665441314
"ADHFE1",167.337498283422,-0.159491163684101,0.179593506870017,-0.88806753909836,0.374504422420373,0.832701191987776
"ADIPOR1",2257.22433698738,-0.167366695104551,0.0928667956299095,-1.80222321626706,0.0715102934328683,0.592765845126645
"ADIPOR2",736.677654449003,0.174500776854738,0.0934926787301513,1.86646461760285,0.0619763898927658,0.567080406615104
"ADIRF",2743.15081099215,-0.130902611716737,0.290649424755356,-0.450379737812725,0.652436652535505,0.934268564989863
"ADK",5470.77746320877,-0.0145609774596161,0.101449116656543,-0.143529859495105,0.885871730910499,0.980975731646493
"ADNP",8139.09326809994,-0.141651422270864,0.0742830590619325,-1.9069142286233,0.0565316953336498,0.555721238416587
"ADPGK",1296.8260649916,0.00153366119795941,0.064846325223086,0.0236507033001989,0.981131228060437,0.996879321657331
"ADRBK1",4168.56696937264,-0.00170189369265966,0.0875434234976153,-0.0194405658890644,0.9844896496156,0.997633663705361
"ADRBK2",1703.73051038082,0.0310910674213334,0.124618525033888,0.249489932679582,0.802981827308306,0.966135674005612
"ADRM1",1667.32410339324,0.0849422576591318,0.0785180002183042,1.08181891315324,0.279333000915645,0.792357975556875
"ADSL",4020.08165471588,0.0650843865955981,0.0667206446415423,0.975475985660286,0.329324208035177,0.81723022061082
"ADSS",3540.2765119472,-0.0210938123530007,0.07966705937336,-0.264774582103558,0.791183118800062,0.965052233605948
"AEBP1",36178.2523653608,-0.163738812235447,0.233953050857641,-0.699878935689026,0.484002913264236,0.876716658198373
"AEBP2",2227.67198352012,-0.144026709752493,0.0745457015615578,-1.93205921650035,0.0533521973664565,0.545560418198535
"AES",3950.12076278198,-0.0839337941098323,0.0865695566899768,-0.969553239257264,0.332269230641182,0.81723022061082
"AFAP1L1",639.634979646081,0.183742094791307,0.138693114144006,1.32481050645763,0.185234009214028,0.734619997839954
"AFAP1L2",1159.71896057261,-1.40148242648908e-05,0.171412619316845,-8.1760749708779e-05,0.9999347643602,0.9999347643602
"AFF1",9965.06979769709,-0.0462692197472544,0.0861096826749781,-0.537328884626112,0.591040456729886,0.919965818644581
"AFF3",522.897894741464,-0.664936604373979,0.257690360334943,-2.58037050167379,0.00986943644682121,0.353407902030153
"AFF4",9679.47901126068,-0.0465528542732907,0.0565179188142281,-0.823683094671406,0.410119647520665,0.854592749375035
"AFG3L2",6615.21873507804,0.0646787542959308,0.0828091885215324,0.78105769964299,0.434768559379991,0.862378204371136
"AFMID",482.466002166117,0.0536992962052531,0.0907331232471428,0.59183784579954,0.553959177640117,0.905271250630724
"AFTPH",3868.7495876374,-0.0750269122152809,0.0795886046912122,-0.942684100398169,0.345842508317765,0.823177932727512
"AGA",1689.59386663428,-0.0774919000036287,0.101648499248447,-0.762351638996901,0.445850161559756,0.867899045684496
"AGAP1",2314.4224491876,0.192865675395719,0.0906766599552332,2.12696051542851,0.0334233640223092,0.472667999010529
"AGAP11",5736.18689355474,0.232754886211404,0.273891824184007,0.849805892909874,0.395433012822612,0.843478028121552
"AGAP3",1782.81857102852,-0.0583638111838278,0.108533103477171,-0.53775124191583,0.590748797646893,0.919965818644581
"AGAP6",1673.14019662332,-0.175098109466835,0.0849658499217243,-2.06080571933484,0.0393215786316136,0.497823668517064
"AGAP9",1343.05815279174,-0.0935950284644143,0.136307964647727,-0.686643870784075,0.492307175535315,0.879105312556374
"AGBL5",869.267972260538,0.0135671227705222,0.0901438985824266,0.150505169888082,0.880366072217662,0.9808082277721
"AGFG1",3844.5440027732,0.0305995014201422,0.0834624936013255,0.366625775241111,0.713898179198401,0.953286550179109
"AGFG2",690.841789528453,0.38967386938431,0.121329178956911,3.21170779143489,0.00131948509938011,0.210394383857381
"AGGF1",4522.0851204243,-0.0533953358709394,0.067898550318816,-0.786398761390676,0.431633908889671,0.862062449474253
"AGK",1208.93093035147,0.0762504369882286,0.0572068124610402,1.33289085176976,0.182567625139351,0.734199795321214
"AGL",9467.92229774553,-0.000817244617025123,0.087683798145736,-0.0093203605946313,0.992563535847102,0.998738638671885
"AGO1",2148.37163244659,-0.00771426337224726,0.075231199239599,-0.102540747059988,0.918327471806695,0.988783665124125
"AGO3",2638.6610401159,-0.0226073261721056,0.0602556094398053,-0.37519039940489,0.707518869733306,0.951149587896991
"AGO4",1969.24437390733,-0.0400873435280098,0.07534085563911,-0.532079748603229,0.594670762832185,0.920810328936034
"AGPAT3",1834.84622455801,-0.0111655791246659,0.0831280524667836,-0.134317824047755,0.893151259403754,0.982589578621288
"AGPAT5",652.592356051373,0.0818542709041551,0.102852848072741,0.79583864168997,0.426125828597309,0.86170092823518
"AGPAT6",2329.18675345189,0.10494785121198,0.0872485246468754,1.20286104133841,0.229030098538448,0.767893042922738
"AGPS",6584.40634706885,0.0718803820654137,0.0705600256064615,1.01871252805826,0.30833946314906,0.803889799398058
"AGR2",4696.10223184813,0.0242578187495203,0.304928291461369,0.0795525355593103,0.936593146644902,0.989152424863883
